#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CAND2	PDE9A	9606.ENSP00000387641	9606.ENSP00000291539	0	0	0	0	0	0	0	0.439	0.439
CAND2	NEURL1	9606.ENSP00000387641	9606.ENSP00000358795	0	0	0	0	0	0	0	0.700	0.700
CAND2	SLC15A1	9606.ENSP00000387641	9606.ENSP00000365686	0	0	0	0	0	0	0	0.469	0.469
CAP2	KIF26B	9606.ENSP00000229922	9606.ENSP00000385545	0	0	0	0	0.062	0.060	0	0.405	0.429
CAP2	RBM24	9606.ENSP00000229922	9606.ENSP00000368341	0	0.155	0	0	0.351	0	0	0.051	0.435
CAP2	PRKAR2B	9606.ENSP00000229922	9606.ENSP00000265717	0	0	0	0	0.368	0.113	0	0.107	0.455
CAP2	SLIT2	9606.ENSP00000229922	9606.ENSP00000422591	0	0	0	0	0.170	0.132	0.600	0.062	0.693
CAP2	CFL2	9606.ENSP00000229922	9606.ENSP00000298159	0	0	0	0	0.189	0.518	0	0.328	0.714
CAP2	LRRK2	9606.ENSP00000229922	9606.ENSP00000298910	0	0	0	0	0.145	0.602	0	0.348	0.758
CAP2	PHLPP2	9606.ENSP00000229922	9606.ENSP00000457991	0	0	0	0	0.112	0.693	0	0.389	0.818
CAPN13	CAPN9	9606.ENSP00000295055	9606.ENSP00000271971	0	0	0	0.786	0.125	0.210	0	0.847	0.408
CAPN9	GPA33	9606.ENSP00000271971	9606.ENSP00000356842	0	0	0	0	0.401	0	0	0	0.401
CAPN9	CLDN23	9606.ENSP00000271971	9606.ENSP00000428780	0	0	0	0	0.816	0	0	0	0.816
CAPN9	EVPL	9606.ENSP00000271971	9606.ENSP00000301607	0	0	0	0	0.890	0	0	0.067	0.893
CARD14	RIPK2	9606.ENSP00000458715	9606.ENSP00000220751	0	0	0	0	0	0.070	0	0.598	0.610
CARD14	ZC3H12C	9606.ENSP00000458715	9606.ENSP00000278590	0	0	0	0	0	0	0	0.504	0.504
CARD14	NOD2	9606.ENSP00000458715	9606.ENSP00000300589	0	0	0	0	0.062	0	0	0.432	0.444
CARD14	PRKCB	9606.ENSP00000458715	9606.ENSP00000305355	0	0	0	0	0.063	0.068	0.800	0.180	0.837
CARD14	VNN2	9606.ENSP00000458715	9606.ENSP00000322276	0	0	0	0	0	0	0	0.611	0.611
CARD14	SCUBE1	9606.ENSP00000458715	9606.ENSP00000354080	0	0	0	0	0	0.122	0	0.596	0.630
CARD14	TAGAP	9606.ENSP00000458715	9606.ENSP00000356033	0	0	0	0	0.062	0	0	0.424	0.436
CARD14	PRR19	9606.ENSP00000458715	9606.ENSP00000445247	0	0	0	0	0	0	0	0.514	0.514
CASP5	RIPK2	9606.ENSP00000376849	9606.ENSP00000220751	0	0	0	0	0.062	0.063	0	0.414	0.439
CASP5	NOD2	9606.ENSP00000376849	9606.ENSP00000300589	0	0	0	0	0.175	0.060	0	0.436	0.524
CASP5	GSDMA	9606.ENSP00000376849	9606.ENSP00000301659	0	0	0	0	0	0.103	0	0.460	0.494
CASP5	TLR8	9606.ENSP00000376849	9606.ENSP00000312082	0	0	0	0	0.335	0.070	0	0.164	0.438
CASP7	GZMB	9606.ENSP00000358327	9606.ENSP00000216341	0	0	0	0	0	0.474	0.900	0.524	0.972
CASP7	RIPK2	9606.ENSP00000358327	9606.ENSP00000220751	0	0	0	0	0.058	0.063	0	0.434	0.458
CASP7	CCND1	9606.ENSP00000358327	9606.ENSP00000227507	0	0	0	0	0	0	0	0.583	0.583
CASP7	TNFSF10	9606.ENSP00000358327	9606.ENSP00000241261	0	0	0	0	0.054	0	0	0.519	0.525
CASP7	TWIST1	9606.ENSP00000358327	9606.ENSP00000242261	0	0	0	0	0	0	0	0.411	0.410
CASP7	PDLIM3	9606.ENSP00000358327	9606.ENSP00000284770	0	0	0	0	0.049	0	0	0.550	0.554
CASP7	PMAIP1	9606.ENSP00000358327	9606.ENSP00000326119	0	0	0	0	0	0	0	0.509	0.509
CASP7	TCF7	9606.ENSP00000358327	9606.ENSP00000340347	0	0	0	0	0	0	0	0.541	0.541
CASP7	MAPT	9606.ENSP00000358327	9606.ENSP00000340820	0	0	0	0	0	0.270	0.800	0.142	0.863
CASP7	E2F1	9606.ENSP00000358327	9606.ENSP00000345571	0	0	0	0	0	0.486	0	0.236	0.590
CASP7	FAS	9606.ENSP00000358327	9606.ENSP00000347979	0	0	0	0	0.072	0.059	0.900	0.531	0.953
CASP7	MYC	9606.ENSP00000358327	9606.ENSP00000479618	0	0	0	0	0	0	0	0.468	0.468
CASP7	CDK1	9606.ENSP00000358327	9606.ENSP00000378699	0	0	0	0	0.062	0	0	0.506	0.516
CASP7	CRYAB	9606.ENSP00000358327	9606.ENSP00000433560	0	0	0	0	0	0.495	0	0.271	0.616
CASP7	LAMA1	9606.ENSP00000358327	9606.ENSP00000374309	0	0	0	0	0	0.061	0.900	0.043	0.902
CASQ2	SSPN	9606.ENSP00000261448	9606.ENSP00000242729	0	0	0	0	0.162	0	0	0.315	0.402
CASQ2	TNNC2	9606.ENSP00000261448	9606.ENSP00000361636	0	0	0	0	0.137	0	0	0.339	0.405
CASQ2	TPM1	9606.ENSP00000261448	9606.ENSP00000351022	0	0	0	0	0.065	0	0	0.424	0.438
CASQ2	DSC2	9606.ENSP00000261448	9606.ENSP00000280904	0	0	0	0	0.062	0	0	0.456	0.467
CASQ2	NEXN	9606.ENSP00000261448	9606.ENSP00000333938	0	0	0	0	0.077	0	0	0.449	0.469
CASQ2	SGCA	9606.ENSP00000261448	9606.ENSP00000262018	0	0	0	0	0.187	0	0	0.400	0.492
CASQ2	JPH1	9606.ENSP00000261448	9606.ENSP00000344488	0	0	0	0	0.108	0	0.360	0.190	0.497
CASQ2	SCN4B	9606.ENSP00000261448	9606.ENSP00000322460	0	0	0	0	0.097	0	0	0.468	0.499
CASQ2	KCND3	9606.ENSP00000261448	9606.ENSP00000319591	0	0	0	0	0.069	0	0	0.487	0.502
CASQ2	SMYD1	9606.ENSP00000261448	9606.ENSP00000393453	0	0	0	0	0.372	0	0	0.255	0.512
CASQ2	PDLIM3	9606.ENSP00000261448	9606.ENSP00000284770	0	0	0	0	0.184	0	0	0.450	0.532
CASQ2	SLC8A1	9606.ENSP00000261448	9606.ENSP00000384763	0	0	0	0	0.062	0	0	0.561	0.570
CASQ2	SMPX	9606.ENSP00000261448	9606.ENSP00000368808	0	0	0	0	0.577	0	0	0.191	0.643
CASQ2	NPR1	9606.ENSP00000261448	9606.ENSP00000357669	0	0	0	0	0	0	0	0.643	0.643
CASQ2	PLN	9606.ENSP00000261448	9606.ENSP00000350132	0	0	0	0	0.326	0	0	0.538	0.675
CASQ2	RYR3	9606.ENSP00000261448	9606.ENSP00000373884	0	0	0	0	0.063	0	0.600	0.380	0.747
CASQ2	JPH2	9606.ENSP00000261448	9606.ENSP00000362071	0	0	0	0	0.214	0	0.360	0.590	0.776
CASQ2	LDB3	9606.ENSP00000261448	9606.ENSP00000401437	0	0	0	0	0.664	0	0	0.545	0.840
CAV1	MYOC	9606.ENSP00000339191	9606.ENSP00000037502	0	0	0	0	0.062	0	0	0.426	0.438
CAV1	NGFR	9606.ENSP00000339191	9606.ENSP00000172229	0	0	0	0	0	0.270	0	0.466	0.594
CAV1	FAP	9606.ENSP00000339191	9606.ENSP00000188790	0	0	0	0	0.141	0.270	0	0.284	0.512
CAV1	HMOX1	9606.ENSP00000339191	9606.ENSP00000216117	0	0	0	0	0.056	0	0	0.961	0.961
CAV1	TIMP1	9606.ENSP00000339191	9606.ENSP00000218388	0	0	0	0	0.136	0	0	0.342	0.407
CAV1	SERPINE1	9606.ENSP00000339191	9606.ENSP00000223095	0	0	0	0	0.312	0	0	0.451	0.606
CAV1	COL1A1	9606.ENSP00000339191	9606.ENSP00000225964	0	0	0	0	0.213	0	0	0.324	0.445
CAV1	CD38	9606.ENSP00000339191	9606.ENSP00000226279	0	0	0	0	0	0	0	0.441	0.441
CAV1	CCND1	9606.ENSP00000339191	9606.ENSP00000227507	0	0	0	0	0.214	0	0	0.597	0.669
CAV1	NR3C1	9606.ENSP00000339191	9606.ENSP00000231509	0	0	0	0	0.062	0.183	0	0.652	0.710
CAV1	PTGIS	9606.ENSP00000339191	9606.ENSP00000244043	0	0	0	0	0.062	0.270	0	0.661	0.747
CAV1	SNAI1	9606.ENSP00000339191	9606.ENSP00000244050	0	0	0	0	0.062	0	0	0.403	0.416
CAV1	DSG3	9606.ENSP00000339191	9606.ENSP00000257189	0	0	0	0	0	0.178	0	0.486	0.559
CAV1	HSF4	9606.ENSP00000339191	9606.ENSP00000264009	0	0	0	0	0	0	0	0.410	0.410
CAV1	CDH3	9606.ENSP00000339191	9606.ENSP00000264012	0	0	0	0	0	0.346	0	0.322	0.537
CAV1	FGF2	9606.ENSP00000339191	9606.ENSP00000264498	0	0	0	0	0.111	0	0	0.563	0.595
CAV1	SLC9A3	9606.ENSP00000339191	9606.ENSP00000264938	0	0	0	0	0	0	0	0.414	0.414
CAV1	ITGB7	9606.ENSP00000339191	9606.ENSP00000267082	0	0	0	0	0	0	0.600	0.113	0.630
CAV1	MALL	9606.ENSP00000339191	9606.ENSP00000272462	0	0	0	0	0.072	0.462	0	0.439	0.695
CAV1	KCNMA1	9606.ENSP00000339191	9606.ENSP00000286628	0	0	0	0	0.081	0.270	0	0.859	0.897
CAV1	KIT	9606.ENSP00000339191	9606.ENSP00000288135	0	0	0	0	0	0.135	0	0.358	0.421
CAV1	NCF1	9606.ENSP00000339191	9606.ENSP00000289473	0	0	0	0	0	0.182	0	0.658	0.709
CAV1	HPGDS	9606.ENSP00000339191	9606.ENSP00000295256	0	0	0	0	0	0	0	0.614	0.614
CAV1	TDGF1	9606.ENSP00000339191	9606.ENSP00000296145	0	0	0	0	0	0	0	0.463	0.464
CAV1	SHH	9606.ENSP00000339191	9606.ENSP00000297261	0	0	0	0	0	0	0	0.728	0.728
CAV1	PCSK9	9606.ENSP00000339191	9606.ENSP00000303208	0	0	0	0	0.069	0	0	0.456	0.472
CAV1	ITPR1	9606.ENSP00000339191	9606.ENSP00000306253	0	0	0	0	0	0.101	0	0.702	0.721
CAV1	KCNK3	9606.ENSP00000339191	9606.ENSP00000306275	0	0	0	0	0	0	0	0.529	0.529
CAV1	CXCL8	9606.ENSP00000339191	9606.ENSP00000306512	0	0	0	0	0	0	0	0.419	0.418
CAV1	EDNRA	9606.ENSP00000339191	9606.ENSP00000315011	0	0	0	0	0.140	0.067	0	0.476	0.542
CAV1	MET	9606.ENSP00000339191	9606.ENSP00000317272	0	0	0	0	0.214	0.058	0	0.392	0.510
CAV1	SLC2A4	9606.ENSP00000339191	9606.ENSP00000320935	0	0	0	0	0	0	0	0.458	0.457
CAV1	PGR	9606.ENSP00000339191	9606.ENSP00000325120	0	0	0	0	0	0.059	0	0.391	0.402
CAV1	MS4A4A	9606.ENSP00000339191	9606.ENSP00000338648	0	0	0	0	0	0	0	0.456	0.456
CAV1	CIDEC	9606.ENSP00000339191	9606.ENSP00000373328	0	0	0	0	0.062	0	0	0.393	0.406
CAV1	GAS7	9606.ENSP00000339191	9606.ENSP00000407552	0	0	0	0	0	0	0	0.419	0.419
CAV1	PLAU	9606.ENSP00000339191	9606.ENSP00000361850	0	0	0	0	0.180	0	0	0.340	0.435
CAV1	CXCL12	9606.ENSP00000339191	9606.ENSP00000379140	0	0	0	0	0.096	0	0	0.403	0.437
CAV1	CD36	9606.ENSP00000339191	9606.ENSP00000399421	0	0	0	0	0.052	0	0	0.437	0.443
CAV1	TFR2	9606.ENSP00000339191	9606.ENSP00000420525	0	0	0	0	0	0	0	0.456	0.456
CAV1	NR3C2	9606.ENSP00000339191	9606.ENSP00000350815	0	0	0	0	0	0.283	0	0.285	0.466
CAV1	GFRA1	9606.ENSP00000339191	9606.ENSP00000347591	0	0	0	0	0.076	0	0	0.454	0.474
CAV1	MYLK	9606.ENSP00000339191	9606.ENSP00000353452	0	0	0	0	0.076	0	0	0.456	0.475
CAV1	PTGFR	9606.ENSP00000339191	9606.ENSP00000359793	0	0	0	0	0.125	0.067	0	0.416	0.481
CAV1	SGCE	9606.ENSP00000339191	9606.ENSP00000398930	0	0	0	0	0.170	0	0	0.435	0.511
CAV1	EDNRB	9606.ENSP00000339191	9606.ENSP00000366416	0	0	0	0	0	0.289	0	0.370	0.533
CAV1	GPER1	9606.ENSP00000339191	9606.ENSP00000380281	0	0	0	0	0.060	0	0	0.528	0.537
CAV1	JPH2	9606.ENSP00000339191	9606.ENSP00000362071	0	0	0	0	0.143	0	0	0.494	0.548
CAV1	CLDN5	9606.ENSP00000339191	9606.ENSP00000385477	0	0	0	0	0.062	0	0	0.544	0.554
CAV1	GLIPR2	9606.ENSP00000339191	9606.ENSP00000367196	0	0	0	0	0	0.270	0	0.427	0.564
CAV1	MYC	9606.ENSP00000339191	9606.ENSP00000479618	0	0	0	0	0.076	0	0	0.589	0.604
CAV1	NOS1	9606.ENSP00000339191	9606.ENSP00000477999	0	0	0	0	0	0	0	0.663	0.664
CAV1	ITGB3	9606.ENSP00000339191	9606.ENSP00000452786	0	0	0	0	0.078	0	0.600	0.284	0.713
CAV1	KCNN3	9606.ENSP00000339191	9606.ENSP00000481848	0	0	0	0	0	0.270	0	0.639	0.725
CAV1	DMD	9606.ENSP00000339191	9606.ENSP00000354923	0	0	0	0	0	0.056	0	0.731	0.735
CAV1	GRIN2B	9606.ENSP00000339191	9606.ENSP00000477455	0	0	0	0	0	0	0	0.737	0.737
CAV1	VEGFA	9606.ENSP00000339191	9606.ENSP00000478570	0	0	0	0	0.076	0	0	0.754	0.763
CAV1	FAS	9606.ENSP00000339191	9606.ENSP00000347979	0	0	0	0	0.062	0.486	0	0.700	0.842
CAV1	CLDN2	9606.ENSP00000339191	9606.ENSP00000441283	0	0	0	0	0	0	0	0.843	0.843
CAV1	IFITM1	9606.ENSP00000339191	9606.ENSP00000386187	0	0	0	0	0	0	0	0.848	0.848
CAV1	CNR1	9606.ENSP00000339191	9606.ENSP00000358513	0	0	0	0	0	0.067	0	0.892	0.895
CAV1	GRB7	9606.ENSP00000339191	9606.ENSP00000403459	0	0	0	0	0	0.213	0	0.968	0.973
CAV1	FLNA	9606.ENSP00000339191	9606.ENSP00000358866	0	0	0	0	0.088	0.213	0	0.988	0.990
CBFA2T3	WFDC1	9606.ENSP00000268679	9606.ENSP00000219454	0	0	0	0	0	0	0	0.432	0.432
CBFA2T3	SEMA6A	9606.ENSP00000268679	9606.ENSP00000257414	0	0	0	0	0	0.091	0	0.403	0.434
CBFA2T3	CSF1R	9606.ENSP00000268679	9606.ENSP00000286301	0	0	0	0	0.077	0	0	0.432	0.453
CBFA2T3	IKZF1	9606.ENSP00000268679	9606.ENSP00000331614	0	0	0	0	0.192	0.057	0	0.358	0.468
CBFA2T3	GFI1	9606.ENSP00000268679	9606.ENSP00000359357	0	0	0	0	0.088	0.108	0	0.407	0.476
CBFA2T3	RUNX1	9606.ENSP00000268679	9606.ENSP00000300305	0	0	0	0	0	0.687	0	0.410	0.807
CBX2	CBX7	9606.ENSP00000308750	9606.ENSP00000216133	0	0	0	0.748	0.062	0	0.900	0.868	0.923
CBX2	SALL4	9606.ENSP00000308750	9606.ENSP00000217086	0	0	0	0	0.076	0.102	0.650	0.141	0.717
CBX2	MDFI	9606.ENSP00000308750	9606.ENSP00000230321	0	0	0	0	0.083	0.417	0	0.076	0.462
CBX2	SNAI1	9606.ENSP00000308750	9606.ENSP00000244050	0	0	0	0	0	0	0.650	0.090	0.667
CBX2	SOX9	9606.ENSP00000308750	9606.ENSP00000245479	0	0	0	0	0	0	0	0.429	0.429
CBX2	UBE2S	9606.ENSP00000308750	9606.ENSP00000264552	0	0	0	0	0.139	0.101	0.900	0	0.915
CBX2	CBX8	9606.ENSP00000308750	9606.ENSP00000269385	0	0	0	0.668	0.088	0	0.900	0.832	0.930
CBX2	RUNX1	9606.ENSP00000308750	9606.ENSP00000300305	0	0	0	0	0	0	0.600	0.041	0.600
CBX2	GATA4	9606.ENSP00000308750	9606.ENSP00000334458	0	0	0	0	0.072	0	0	0.392	0.412
CBX2	SOX2	9606.ENSP00000308750	9606.ENSP00000323588	0	0	0	0	0.076	0.270	0	0.246	0.446
CBX2	L3MBTL1	9606.ENSP00000308750	9606.ENSP00000398516	0	0	0	0	0.064	0.367	0	0.196	0.483
CBX2	DNMT3B	9606.ENSP00000308750	9606.ENSP00000328547	0	0	0	0	0.307	0.182	0	0.243	0.533
CBX2	UBE2C	9606.ENSP00000308750	9606.ENSP00000348838	0	0	0	0	0.298	0.101	0.900	0.115	0.936
CBX7	L3MBTL1	9606.ENSP00000216133	9606.ENSP00000398516	0	0	0	0	0	0.184	0	0.366	0.461
CBX7	MYC	9606.ENSP00000216133	9606.ENSP00000479618	0	0	0	0	0	0	0	0.575	0.575
CBX7	CDKN2A	9606.ENSP00000216133	9606.ENSP00000418915	0	0	0	0	0	0.056	0	0.644	0.649
CBX7	CDKN2B	9606.ENSP00000216133	9606.ENSP00000276925	0	0	0	0	0	0.056	0	0.652	0.657
CBX7	DNMT3B	9606.ENSP00000216133	9606.ENSP00000328547	0	0	0	0	0.062	0.062	0	0.687	0.701
CBX7	UBE2S	9606.ENSP00000216133	9606.ENSP00000264552	0	0	0	0	0	0.101	0.720	0	0.737
CBX7	UBE2C	9606.ENSP00000216133	9606.ENSP00000348838	0	0	0	0	0	0.101	0.720	0	0.737
CBX7	CBX8	9606.ENSP00000216133	9606.ENSP00000269385	0	0	0	0.778	0.051	0.270	0.900	0.882	0.939
CBX8	SALL4	9606.ENSP00000269385	9606.ENSP00000217086	0	0	0	0	0	0.102	0.650	0.103	0.693
CBX8	SNAI1	9606.ENSP00000269385	9606.ENSP00000244050	0	0	0	0	0	0	0.650	0.123	0.679
CBX8	UBE2S	9606.ENSP00000269385	9606.ENSP00000264552	0	0	0	0	0.076	0.101	0.900	0.107	0.915
CBX8	CMSS1	9606.ENSP00000269385	9606.ENSP00000410396	0	0	0	0	0	0.429	0	0	0.429
CBX8	RUNX1	9606.ENSP00000269385	9606.ENSP00000300305	0	0	0	0	0	0	0.600	0.067	0.610
CBX8	UBE2C	9606.ENSP00000269385	9606.ENSP00000348838	0	0	0	0	0.062	0.101	0.900	0	0.908
CCBE1	LYVE1	9606.ENSP00000404464	9606.ENSP00000256178	0	0	0	0	0.062	0	0	0.749	0.754
CCBE1	PDPN	9606.ENSP00000404464	9606.ENSP00000294489	0	0	0	0	0	0	0	0.413	0.413
CCBE1	FIGF	9606.ENSP00000404464	9606.ENSP00000297904	0	0	0	0	0	0	0	0.755	0.755
CCBE1	FXYD5	9606.ENSP00000404464	9606.ENSP00000344254	0	0	0	0	0	0	0	0.676	0.676
CCBE1	PROX1	9606.ENSP00000404464	9606.ENSP00000355925	0	0	0	0	0.057	0	0	0.548	0.555
CCBE1	SVEP1	9606.ENSP00000404464	9606.ENSP00000384917	0	0	0	0	0.059	0.056	0	0.415	0.435
CCDC113	RAB36	9606.ENSP00000219299	9606.ENSP00000263116	0	0	0	0	0.064	0	0	0.457	0.470
CCDC113	MORN5	9606.ENSP00000219299	9606.ENSP00000362869	0	0	0	0	0.133	0	0	0.681	0.712
CCDC152	SEPP1	9606.ENSP00000354888	9606.ENSP00000420939	0	0	0	0	0.095	0	0	0.544	0.570
CCDC68	ZNF575	9606.ENSP00000466690	9606.ENSP00000315870	0	0	0	0	0	0	0	0.403	0.403
CCDC68	MAMDC2	9606.ENSP00000466690	9606.ENSP00000366387	0	0	0	0	0	0	0	0.422	0.422
CCDC68	MAPK4	9606.ENSP00000466690	9606.ENSP00000383234	0	0	0	0	0	0	0	0.444	0.444
CCDC69	SYNPO2	9606.ENSP00000347586	9606.ENSP00000306015	0	0	0	0	0	0	0	0.483	0.483
CCDC69	FAM129A	9606.ENSP00000347586	9606.ENSP00000356481	0	0	0	0	0.062	0	0	0.703	0.710
CCDC74A	SEC14L2	9606.ENSP00000295171	9606.ENSP00000478755	0	0	0	0	0	0	0	0.410	0.410
CCDC74A	ERCC6L	9606.ENSP00000295171	9606.ENSP00000334675	0	0	0	0	0	0	0	0.459	0.459
CCDC80	OGN	9606.ENSP00000206423	9606.ENSP00000262551	0	0	0	0	0.166	0	0	0.335	0.422
CCDC80	SRPX	9606.ENSP00000206423	9606.ENSP00000367794	0	0	0	0.574	0.123	0	0	0.909	0.461
CCDC80	LOXL2	9606.ENSP00000206423	9606.ENSP00000373783	0	0	0	0	0.131	0	0	0.409	0.464
CCDC80	COL9A3	9606.ENSP00000206423	9606.ENSP00000341640	0	0	0	0	0.062	0	0	0.454	0.465
CCDC80	COL5A2	9606.ENSP00000206423	9606.ENSP00000364000	0	0	0	0	0.369	0	0	0.191	0.468
CCDC80	COL1A1	9606.ENSP00000206423	9606.ENSP00000225964	0	0	0	0	0.335	0	0	0.262	0.489
CCDC80	COL5A1	9606.ENSP00000206423	9606.ENSP00000360882	0	0	0	0	0.242	0	0	0.357	0.492
CCDC80	COL1A2	9606.ENSP00000206423	9606.ENSP00000297268	0	0	0	0	0.456	0	0	0.300	0.603
CCDC85B	ZNF575	9606.ENSP00000311695	9606.ENSP00000315870	0	0	0	0	0.099	0	0	0.631	0.653
CCL11	TIMP1	9606.ENSP00000302234	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.472	0.483
CCL11	CLCA1	9606.ENSP00000302234	9606.ENSP00000234701	0	0	0	0	0.237	0	0	0.389	0.513
CCL11	CCR7	9606.ENSP00000302234	9606.ENSP00000246657	0	0	0	0	0	0	0.600	0.472	0.780
CCL11	FGF2	9606.ENSP00000302234	9606.ENSP00000264498	0	0	0	0	0.062	0	0	0.607	0.615
CCL11	PRKAR2B	9606.ENSP00000302234	9606.ENSP00000265717	0	0	0	0	0	0	0.900	0	0.900
CCL11	CXCL13	9606.ENSP00000302234	9606.ENSP00000286758	0	0	0	0	0.098	0	0	0.629	0.651
CCL11	CCR2	9606.ENSP00000302234	9606.ENSP00000292301	0	0	0	0	0.087	0.213	0.600	0.905	0.969
CCL11	CXCL3	9606.ENSP00000302234	9606.ENSP00000296026	0	0	0	0	0.066	0.280	0	0.513	0.644
CCL11	CXCL5	9606.ENSP00000302234	9606.ENSP00000296027	0	0	0	0	0.064	0.223	0	0.671	0.740
CCL11	PPBP	9606.ENSP00000302234	9606.ENSP00000296028	0	0	0	0	0.065	0	0	0.405	0.420
CCL11	TLR3	9606.ENSP00000302234	9606.ENSP00000296795	0	0	0	0	0.062	0	0	0.401	0.414
CCL11	MMP3	9606.ENSP00000302234	9606.ENSP00000299855	0	0	0	0	0.107	0	0	0.366	0.410
CCL11	CYSLTR1	9606.ENSP00000302234	9606.ENSP00000478492	0	0	0	0	0	0	0	0.405	0.405
CCL11	TLR7	9606.ENSP00000302234	9606.ENSP00000370034	0	0	0	0	0.162	0	0	0.328	0.413
CCL11	CCL28	9606.ENSP00000302234	9606.ENSP00000354416	0	0	0	0	0	0.292	0	0.214	0.420
CCL11	RPL39	9606.ENSP00000302234	9606.ENSP00000355315	0	0	0	0	0	0	0	0.429	0.429
CCL11	PTPRC	9606.ENSP00000302234	9606.ENSP00000411355	0	0	0	0	0.122	0	0	0.467	0.512
CCL11	SERPINB5	9606.ENSP00000302234	9606.ENSP00000372221	0	0	0	0	0	0	0	0.543	0.543
CCL11	MUC5AC	9606.ENSP00000302234	9606.ENSP00000485659	0	0	0	0	0	0	0	0.546	0.546
CCL11	CCL23	9606.ENSP00000302234	9606.ENSP00000481357	0	0	0	0	0.062	0	0	0.556	0.565
CCL11	CCL19	9606.ENSP00000302234	9606.ENSP00000308815	0	0	0	0	0.166	0	0	0.608	0.659
CCL11	VEGFA	9606.ENSP00000302234	9606.ENSP00000478570	0	0	0	0	0	0	0	0.713	0.713
CCL11	CXCL2	9606.ENSP00000302234	9606.ENSP00000427279	0	0	0	0	0.066	0.237	0	0.643	0.723
CCL11	CXCL11	9606.ENSP00000302234	9606.ENSP00000306884	0	0	0	0	0.088	0.237	0	0.679	0.757
CCL11	CXCL8	9606.ENSP00000302234	9606.ENSP00000306512	0	0	0	0	0.064	0	0	0.814	0.818
CCL11	CXCL1	9606.ENSP00000302234	9606.ENSP00000379110	0	0	0	0	0.089	0.280	0	0.776	0.840
CCL11	GNG2	9606.ENSP00000302234	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
CCL11	TUB	9606.ENSP00000302234	9606.ENSP00000305426	0	0	0	0	0	0	0.900	0.048	0.900
CCL11	PRKACB	9606.ENSP00000302234	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
CCL11	CXCL12	9606.ENSP00000302234	9606.ENSP00000379140	0	0	0	0	0.076	0.237	0.900	0.619	0.969
CCL13	SAA1	9606.ENSP00000225844	9606.ENSP00000384906	0	0	0	0	0.062	0	0	0.412	0.424
CCL13	CCL24	9606.ENSP00000225844	9606.ENSP00000400533	0	0	0	0.847	0.211	0.218	0	0.710	0.425
CCL13	MMP1	9606.ENSP00000225844	9606.ENSP00000322788	0	0	0	0	0	0.213	0	0.374	0.486
CCL13	CXCL3	9606.ENSP00000225844	9606.ENSP00000296026	0	0	0	0	0.095	0	0	0.471	0.501
CCL13	CXCL2	9606.ENSP00000225844	9606.ENSP00000427279	0	0	0	0	0.095	0	0	0.480	0.509
CCL13	MMP3	9606.ENSP00000225844	9606.ENSP00000299855	0	0	0	0	0	0.213	0	0.456	0.553
CCL13	CXCL13	9606.ENSP00000225844	9606.ENSP00000286758	0	0	0	0	0.102	0	0	0.539	0.568
CCL13	PPBP	9606.ENSP00000225844	9606.ENSP00000296028	0	0	0	0	0.083	0.270	0	0.426	0.582
CCL13	CXCL5	9606.ENSP00000225844	9606.ENSP00000296027	0	0	0	0	0.091	0	0	0.567	0.589
CCL13	CXCL1	9606.ENSP00000225844	9606.ENSP00000379110	0	0	0	0	0.097	0	0	0.570	0.595
CCL13	CXCL8	9606.ENSP00000225844	9606.ENSP00000306512	0	0	0	0	0.083	0	0	0.624	0.641
CCL13	CXCL12	9606.ENSP00000225844	9606.ENSP00000379140	0	0	0	0	0.076	0.237	0	0.536	0.644
CCL13	CCL8	9606.ENSP00000225844	9606.ENSP00000378118	0	0	0	0.958	0.529	0.270	0	0.795	0.653
CCL13	CCL19	9606.ENSP00000225844	9606.ENSP00000308815	0	0	0	0	0.230	0	0	0.571	0.655
CCL13	CCL21	9606.ENSP00000225844	9606.ENSP00000259607	0	0	0	0	0.169	0.294	0	0.545	0.710
CCL13	CXCL11	9606.ENSP00000225844	9606.ENSP00000306884	0	0	0	0	0.111	0.270	0	0.632	0.740
CCL13	CCR7	9606.ENSP00000225844	9606.ENSP00000246657	0	0	0	0	0.049	0	0.600	0.375	0.741
CCL13	CCR2	9606.ENSP00000225844	9606.ENSP00000292301	0	0	0	0	0.060	0.463	0.800	0.729	0.969
CCL14	CCL21	9606.ENSP00000479097	9606.ENSP00000259607	0	0	0	0	0.332	0	0	0.514	0.662
CCL14	CXCL13	9606.ENSP00000479097	9606.ENSP00000286758	0	0	0	0	0.077	0	0	0.404	0.426
CCL14	CCR2	9606.ENSP00000479097	9606.ENSP00000292301	0	0	0	0	0.104	0	0	0.513	0.545
CCL14	CXCL3	9606.ENSP00000479097	9606.ENSP00000296026	0	0	0	0	0.066	0	0	0.401	0.416
CCL14	PPBP	9606.ENSP00000479097	9606.ENSP00000296028	0	0	0	0	0.065	0	0	0.421	0.436
CCL14	CXCL8	9606.ENSP00000479097	9606.ENSP00000306512	0	0	0	0	0.064	0	0	0.468	0.481
CCL14	CXCL11	9606.ENSP00000479097	9606.ENSP00000306884	0	0	0	0	0.083	0	0	0.473	0.496
